Operation,UserID,FullName,Email,PhoneNumber,VisitCount,TotalSpent,Choice,NewValue
Update,2301,,,,,,1,User2301 Name Updated
Update,2301,,,,,,2,user2301.updated@email.com
Update,2301,,,,,,3,9000120301
Update,2301,,,,,,4,7310.00
Delete,2301,,,,,,,
Create,2302,User2302 Name,user2302@email.com,9000020302,7,7220.00,,
Read,2302,,,,,,,
Update,2302,,,,,,1,User2302 Name Updated
Update,2302,,,,,,2,user2302.updated@email.com
Update,2302,,,,,,3,9000120302
Update,2302,,,,,,4,7320.00
Delete,2302,,,,,,,
Create,2303,User2303 Name,user2303@email.com,9000020303,8,7230.00,,
Read,2303,,,,,,,
Update,2303,,,,,,1,User2303 Name Updated
Update,2303,,,,,,2,user2303.updated@email.com
Update,2303,,,,,,3,9000120303
Update,2303,,,,,,4,7330.00
Delete,2303,,,,,,,
Create,2304,User2304 Name,user2304@email.com,9000020304,9,7240.00,,
Read,2304,,,,,,,
Update,2304,,,,,,1,User2304 Name Updated
Update,2304,,,,,,2,user2304.updated@email.com
Update,2304,,,,,,3,9000120304
Update,2304,,,,,,4,7340.00
Delete,2304,,,,,,,
Create,2305,User2305 Name,user2305@email.com,9000020305,10,7250.00,,
Read,2305,,,,,,,
Update,2305,,,,,,1,User2305 Name Updated
Update,2305,,,,,,2,user2305.updated@email.com
Update,2305,,,,,,3,9000120305
Update,2305,,,,,,4,7350.00
Delete,2305,,,,,,,
Create,2306,User2306 Name,user2306@email.com,9000020306,11,7260.00,,
Read,2306,,,,,,,
Update,2306,,,,,,1,User2306 Name Updated
Update,2306,,,,,,2,user2306.updated@email.com
Update,2306,,,,,,3,9000120306
Update,2306,,,,,,4,7360.00
Delete,2306,,,,,,,
Create,2307,User2307 Name,user2307@email.com,9000020307,12,7270.00,,
Read,2307,,,,,,,
Update,2307,,,,,,1,User2307 Name Updated
Update,2307,,,,,,2,user2307.updated@email.com
Update,2307,,,,,,3,9000120307
Update,2307,,,,,,4,7370.00
Delete,2307,,,,,,,
Create,2308,User2308 Name,user2308@email.com,9000020308,13,7280.00,,
Read,2308,,,,,,,
Update,2308,,,,,,1,User2308 Name Updated
Update,2308,,,,,,2,user2308.updated@email.com
Update,2308,,,,,,3,9000120308
Update,2308,,,,,,4,7380.00
Delete,2308,,,,,,,
Create,2309,User2309 Name,user2309@email.com,9000020309,14,7290.00,,
Read,2309,,,,,,,
Update,2309,,,,,,1,User2309 Name Updated
Update,2309,,,,,,2,user2309.updated@email.com
Update,2309,,,,,,3,9000120309
Update,2309,,,,,,4,7390.00
Delete,2309,,,,,,,
Create,2310,User2310 Name,user2310@email.com,9000020310,15,7300.00,,
Read,2310,,,,,,,
Update,2310,,,,,,1,User2310 Name Updated
Update,2310,,,,,,2,user2310.updated@email.com
Update,2310,,,,,,3,9000120310
Update,2310,,,,,,4,7400.00
Delete,2310,,,,,,,
Create,2311,User2311 Name,user2311@email.com,9000020311,16,7310.00,,
Read,2311,,,,,,,
Update,2311,,,,,,1,User2311 Name Updated
Update,2311,,,,,,2,user2311.updated@email.com
Update,2311,,,,,,3,9000120311
Update,2311,,,,,,4,7410.00
Delete,2311,,,,,,,
Create,2312,User2312 Name,user2312@email.com,9000020312,17,7320.00,,
Read,2312,,,,,,,
Update,2312,,,,,,1,User2312 Name Updated
Update,2312,,,,,,2,user2312.updated@email.com
Update,2312,,,,,,3,9000120312
Update,2312,,,,,,4,7420.00
Delete,2312,,,,,,,
Create,2313,User2313 Name,user2313@email.com,9000020313,18,7330.00,,
Read,2313,,,,,,,
Update,2313,,,,,,1,User2313 Name Updated
Update,2313,,,,,,2,user2313.updated@email.com
Update,2313,,,,,,3,9000120313
Update,2313,,,,,,4,7430.00
Delete,2313,,,,,,,
Create,2314,User2314 Name,user2314@email.com,9000020314,19,7340.00,,
Read,2314,,,,,,,
Update,2314,,,,,,1,User2314 Name Updated
Update,2314,,,,,,2,user2314.updated@email.com
Update,2314,,,,,,3,9000120314
Update,2314,,,,,,4,7440.00
Delete,2314,,,,,,,
Create,2315,User2315 Name,user2315@email.com,9000020315,20,7350.00,,
Read,2315,,,,,,,
Update,2315,,,,,,1,User2315 Name Updated
Update,2315,,,,,,2,user2315.updated@email.com
Update,2315,,,,,,3,9000120315
Update,2315,,,,,,4,7450.00
Delete,2315,,,,,,,
Create,2316,User2316 Name,user2316@email.com,9000020316,21,7360.00,,
Read,2316,,,,,,,
Update,2316,,,,,,1,User2316 Name Updated
Update,2316,,,,,,2,user2316.updated@email.com
Update,2316,,,,,,3,9000120316
Update,2316,,,,,,4,7460.00
Delete,2316,,,,,,,
Create,2317,User2317 Name,user2317@email.com,9000020317,22,7370.00,,
Read,2317,,,,,,,
Update,2317,,,,,,1,User2317 Name Updated
Update,2317,,,,,,2,user2317.updated@email.com
Update,2317,,,,,,3,9000120317
Update,2317,,,,,,4,7470.00
Delete,2317,,,,,,,
Create,2318,User2318 Name,user2318@email.com,9000020318,23,7380.00,,
Read,2318,,,,,,,
Update,2318,,,,,,1,User2318 Name Updated
Update,2318,,,,,,2,user2318.updated@email.com
Update,2318,,,,,,3,9000120318
Update,2318,,,,,,4,7480.00
Delete,2318,,,,,,,
Create,2319,User2319 Name,user2319@email.com,9000020319,24,7390.00,,
Read,2319,,,,,,,
Update,2319,,,,,,1,User2319 Name Updated
Update,2319,,,,,,2,user2319.updated@email.com
Update,2319,,,,,,3,9000120319
Update,2319,,,,,,4,7490.00
Delete,2319,,,,,,,
Create,2320,User2320 Name,user2320@email.com,9000020320,5,7400.00,,
Read,2320,,,,,,,
Update,2320,,,,,,1,User2320 Name Updated
Update,2320,,,,,,2,user2320.updated@email.com
Update,2320,,,,,,3,9000120320
Update,2320,,,,,,4,7500.00
Delete,2320,,,,,,,
Create,2321,User2321 Name,user2321@email.com,9000020321,6,7410.00,,
Read,2321,,,,,,,
Update,2321,,,,,,1,User2321 Name Updated
Update,2321,,,,,,2,user2321.updated@email.com
Update,2321,,,,,,3,9000120321
Update,2321,,,,,,4,7510.00
Delete,2321,,,,,,,
Create,2322,User2322 Name,user2322@email.com,9000020322,7,7420.00,,
Read,2322,,,,,,,
Update,2322,,,,,,1,User2322 Name Updated
Update,2322,,,,,,2,user2322.updated@email.com
Update,2322,,,,,,3,9000120322
Update,2322,,,,,,4,7520.00
Delete,2322,,,,,,,
Create,2323,User2323 Name,user2323@email.com,9000020323,8,7430.00,,
Read,2323,,,,,,,
Update,2323,,,,,,1,User2323 Name Updated
Update,2323,,,,,,2,user2323.updated@email.com
Update,2323,,,,,,3,9000120323
Update,2323,,,,,,4,7530.00
Delete,2323,,,,,,,
Create,2324,User2324 Name,user2324@email.com,9000020324,9,7440.00,,
Read,2324,,,,,,,
Update,2324,,,,,,1,User2324 Name Updated
Update,2324,,,,,,2,user2324.updated@email.com
Update,2324,,,,,,3,9000120324
Update,2324,,,,,,4,7540.00
Delete,2324,,,,,,,
Create,2325,User2325 Name,user2325@email.com,9000020325,10,7450.00,,
Read,2325,,,,,,,
Update,2325,,,,,,1,User2325 Name Updated
Update,2325,,,,,,2,user2325.updated@email.com
Update,2325,,,,,,3,9000120325
Update,2325,,,,,,4,7550.00
Delete,2325,,,,,,,
Create,2326,User2326 Name,user2326@email.com,9000020326,11,7460.00,,
Read,2326,,,,,,,
Update,2326,,,,,,1,User2326 Name Updated
Update,2326,,,,,,2,user2326.updated@email.com
Update,2326,,,,,,3,9000120326
Update,2326,,,,,,4,7560.00
Delete,2326,,,,,,,
Create,2327,User2327 Name,user2327@email.com,9000020327,12,7470.00,,
Read,2327,,,,,,,
Update,2327,,,,,,1,User2327 Name Updated
Update,2327,,,,,,2,user2327.updated@email.com
Update,2327,,,,,,3,9000120327
Update,2327,,,,,,4,7570.00
Delete,2327,,,,,,,
Create,2328,User2328 Name,user2328@email.com,9000020328,13,7480.00,,
Read,2328,,,,,,,
Update,2328,,,,,,1,User2328 Name Updated
Update,2328,,,,,,2,user2328.updated@email.com
Update,2328,,,,,,3,9000120328
Update,2328,,,,,,4,7580.00
Delete,2328,,,,,,,
Create,2329,User2329 Name,user2329@email.com,9000020329,14,7490.00,,
Read,2329,,,,,,,
Update,2329,,,,,,1,User2329 Name Updated
Update,2329,,,,,,2,user2329.updated@email.com
Update,2329,,,,,,3,9000120329
Update,2329,,,,,,4,7590.00
Delete,2329,,,,,,,
Create,2330,User2330 Name,user2330@email.com,9000020330,15,7500.00,,
Read,2330,,,,,,,
Update,2330,,,,,,1,User2330 Name Updated
Update,2330,,,,,,2,user2330.updated@email.com
Update,2330,,,,,,3,9000120330
Update,2330,,,,,,4,7600.00
Delete,2330,,,,,,,
Create,2331,User2331 Name,user2331@email.com,9000020331,16,7510.00,,
Read,2331,,,,,,,
Update,2331,,,,,,1,User2331 Name Updated
Update,2331,,,,,,2,user2331.updated@email.com
Update,2331,,,,,,3,9000120331
Update,2331,,,,,,4,7610.00
Delete,2331,,,,,,,
Create,2332,User2332 Name,user2332@email.com,9000020332,17,7520.00,,
Read,2332,,,,,,,
Update,2332,,,,,,1,User2332 Name Updated
Update,2332,,,,,,2,user2332.updated@email.com
Update,2332,,,,,,3,9000120332
Update,2332,,,,,,4,7620.00
Delete,2332,,,,,,,
Create,2333,User2333 Name,user2333@email.com,9000020333,18,7530.00,,
Read,2333,,,,,,,
Update,2333,,,,,,1,User2333 Name Updated
Update,2333,,,,,,2,user2333.updated@email.com
Update,2333,,,,,,3,9000120333
Update,2333,,,,,,4,7630.00
Delete,2333,,,,,,,
Create,2334,User2334 Name,user2334@email.com,9000020334,19,7540.00,,
Read,2334,,,,,,,
Update,2334,,,,,,1,User2334 Name Updated
Update,2334,,,,,,2,user2334.updated@email.com
Update,2334,,,,,,3,9000120334
Update,2334,,,,,,4,7640.00
Delete,2334,,,,,,,
Create,2335,User2335 Name,user2335@email.com,9000020335,20,7550.00,,
Read,2335,,,,,,,
Update,2335,,,,,,1,User2335 Name Updated
Update,2335,,,,,,2,user2335.updated@email.com
Update,2335,,,,,,3,9000120335
Update,2335,,,,,,4,7650.00
Delete,2335,,,,,,,
Create,2336,User2336 Name,user2336@email.com,9000020336,21,7560.00,,
Read,2336,,,,,,,
Update,2336,,,,,,1,User2336 Name Updated
Update,2336,,,,,,2,user2336.updated@email.com
Update,2336,,,,,,3,9000120336
Update,2336,,,,,,4,7660.00
Delete,2336,,,,,,,
Create,2337,User2337 Name,user2337@email.com,9000020337,22,7570.00,,
Read,2337,,,,,,,
Update,2337,,,,,,1,User2337 Name Updated
Update,2337,,,,,,2,user2337.updated@email.com
Update,2337,,,,,,3,9000120337
Update,2337,,,,,,4,7670.00
Delete,2337,,,,,,,
Create,2338,User2338 Name,user2338@email.com,9000020338,23,7580.00,,
Read,2338,,,,,,,
Update,2338,,,,,,1,User2338 Name Updated
Update,2338,,,,,,2,user2338.updated@email.com
Update,2338,,,,,,3,9000120338
Update,2338,,,,,,4,7680.00
Delete,2338,,,,,,,
Create,2339,User2339 Name,user2339@email.com,9000020339,24,7590.00,,
Read,2339,,,,,,,
Update,2339,,,,,,1,User2339 Name Updated
Update,2339,,,,,,2,user2339.updated@email.com
Update,2339,,,,,,3,9000120339
Update,2339,,,,,,4,7690.00
Delete,2339,,,,,,,
Create,2340,User2340 Name,user2340@email.com,9000020340,5,7600.00,,
Read,2340,,,,,,,
Update,2340,,,,,,1,User2340 Name Updated
Update,2340,,,,,,2,user2340.updated@email.com
Update,2340,,,,,,3,9000120340
Update,2340,,,,,,4,7700.00
Delete,2340,,,,,,,
Create,2340,User2340 Name,user2340@email.com,9000020340,5,7600.00,,
```csv
Create,2341,User2341 Name,user2341@email.com,9000020341,6,7610.00,,
Read,2341,,,,,,,
Update,2341,,,,,,1,User2341 Name Updated
Update,2341,,,,,,2,user2341.updated@email.com
Update,2341,,,,,,3,9000120341
Update,2341,,,,,,4,7710.00
Delete,2341,,,,,,,
Create,2342,User2342 Name,user2342@email.com,9000020342,7,7620.00,,
Read,2342,,,,,,,
Update,2342,,,,,,1,User2342 Name Updated
Update,2342,,,,,,2,user2342.updated@email.com
Update,2342,,,,,,3,9000120342
Update,2342,,,,,,4,7720.00
Delete,2342,,,,,,,
Create,2343,User2343 Name,user2343@email.com,9000020343,8,7630.00,,
Read,2343,,,,,,,
Update,2343,,,,,,1,User2343 Name Updated
Update,2343,,,,,,2,user2343.updated@email.com
Update,2343,,,,,,3,9000120343
Update,2343,,,,,,4,7730.00
Delete,2343,,,,,,,
Create,2344,User2344 Name,user2344@email.com,9000020344,9,7640.00,,
Read,2344,,,,,,,
Update,2344,,,,,,1,User2344 Name Updated
Update,2344,,,,,,2,user2344.updated@email.com
Update,2344,,,,,,3,9000120344
Update,2344,,,,,,4,7740.00
Delete,2344,,,,,,,
Create,2345,User2345 Name,user2345@email.com,9000020345,10,7650.00,,
Read,2345,,,,,,,
Update,2345,,,,,,1,User2345 Name Updated
Update,2345,,,,,,2,user2345.updated@email.com
Update,2345,,,,,,3,9000120345
Update,2345,,,,,,4,7750.00
Delete,2345,,,,,,,
Create,2346,User2346 Name,user2346@email.com,9000020346,11,7660.00,,
Read,2346,,,,,,,
Update,2346,,,,,,1,User2346 Name Updated
Update,2346,,,,,,2,user2346.updated@email.com
Update,2346,,,,,,3,9000120346
Update,2346,,,,,,4,7760.00
Delete,2346,,,,,,,
Create,2347,User2347 Name,user2347@email.com,9000020347,12,7670.00,,
Read,2347,,,,,,,
Update,2347,,,,,,1,User2347 Name Updated
Update,2347,,,,,,2,user2347.updated@email.com
Update,2347,,,,,,3,9000120347
Update,2347,,,,,,4,7770.00
Delete,2347,,,,,,,
Create,2348,User2348 Name,user2348@email.com,9000020348,13,7680.00,,
Read,2348,,,,,,,
Update,2348,,,,,,1,User2348 Name Updated
Update,2348,,,,,,2,user2348.updated@email.com
Update,2348,,,,,,3,9000120348
Update,2348,,,,,,4,7780.00
Delete,2348,,,,,,,
Create,2349,User2349 Name,user2349@email.com,9000020349,14,7690.00,,
Read,2349,,,,,,,
Update,2349,,,,,,1,User2349 Name Updated
Update,2349,,,,,,2,user2349.updated@email.com
Update,2349,,,,,,3,9000120349
Update,2349,,,,,,4,7790.00
Delete,2349,,,,,,,
Create,2350,User2350 Name,user2350@email.com,9000020350,15,7700.00,,
Read,2350,,,,,,,
Update,2350,,,,,,1,User2350 Name Updated
Update,2350,,,,,,2,user2350.updated@email.com
Update,2350,,,,,,3,9000120350
Update,2350,,,,,,4,7800.00
Delete,2350,,,,,,,
Create,2351,User2351 Name,user2351@email.com,9000020351,16,7710.00,,
Read,2351,,,,,,,
Update,2351,,,,,,1,User2351 Name Updated
Update,2351,,,,,,2,user2351.updated@email.com
Update,2351,,,,,,3,9000120351
Update,2351,,,,,,4,7810.00
Delete,2351,,,,,,,
Create,2352,User2352 Name,user2352@email.com,9000020352,17,7720.00,,
Read,2352,,,,,,,
Update,2352,,,,,,1,User2352 Name Updated
Update,2352,,,,,,2,user2352.updated@email.com
Update,2352,,,,,,3,9000120352
Update,2352,,,,,,4,7820.00
Delete,2352,,,,,,,
Create,2353,User2353 Name,user2353@email.com,9000020353,18,7730.00,,
Read,2353,,,,,,,
Update,2353,,,,,,1,User2353 Name Updated
Update,2353,,,,,,2,user2353.updated@email.com
Update,2353,,,,,,3,9000120353
Update,2353,,,,,,4,7830.00
Delete,2353,,,,,,,
Create,2354,User2354 Name,user2354@email.com,9000020354,19,7740.00,,
Read,2354,,,,,,,
Update,2354,,,,,,1,User2354 Name Updated
Update,2354,,,,,,2,user2354.updated@email.com
Update,2354,,,,,,3,9000120354
Update,2354,,,,,,4,7840.00
Delete,2354,,,,,,,
Create,2355,User2355 Name,user2355@email.com,9000020355,20,7750.00,,
Read,2355,,,,,,,
Update,2355,,,,,,1,User2355 Name Updated
Update,2355,,,,,,2,user2355.updated@email.com
Update,2355,,,,,,3,9000120355
Update,2355,,,,,,4,7850.00
Delete,2355,,,,,,,
Create,2356,User2356 Name,user2356@email.com,9000020356,21,7760.00,,
Read,2356,,,,,,,
Update,2356,,,,,,1,User2356 Name Updated
Update,2356,,,,,,2,user2356.updated@email.com
Update,2356,,,,,,3,9000120356
Update,2356,,,,,,4,7860.00
Delete,2356,,,,,,,
Create,2357,User2357 Name,user2357@email.com,9000020357,22,7770.00,,
Read,2357,,,,,,,
Update,2357,,,,,,1,User2357 Name Updated
Update,2357,,,,,,2,user2357.updated@email.com
Update,2357,,,,,,3,9000120357
Update,2357,,,,,,4,7870.00
Delete,2357,,,,,,,
Create,2358,User2358 Name,user2358@email.com,9000020358,23,7780.00,,
Read,2358,,,,,,,
Update,2358,,,,,,1,User2358 Name Updated
Update,2358,,,,,,2,user2358.updated@email.com
Update,2358,,,,,,3,9000120358
Update,2358,,,,,,4,7880.00
Delete,2358,,,,,,,
Create,2359,User2359 Name,user2359@email.com,9000020359,24,7790.00,,
Read,2359,,,,,,,
Update,2359,,,,,,1,User2359 Name Updated
Update,2359,,,,,,2,user2359.updated@email.com
Update,2359,,,,,,3,9000120359
Update,2359,,,,,,4,7890.00
Delete,2359,,,,,,,
Create,2360,User2360 Name,user2360@email.com,9000020360,5,7800.00,,
Read,2360,,,,,,,
Update,2360,,,,,,1,User2360 Name Updated
Update,2360,,,,,,2,user2360.updated@email.com
Update,2360,,,,,,3,9000120360
Update,2360,,,,,,4,7900.00
Delete,2360,,,,,,,
Create,2361,User2361 Name,user2361@email.com,9000020361,6,7810.00,,
Read,2361,,,,,,,
Update,2361,,,,,,1,User2361 Name Updated
Update,2361,,,,,,2,user2361.updated@email.com
Update,2361,,,,,,3,9000120361
Update,2361,,,,,,4,7910.00
Delete,2361,,,,,,,
Create,2362,User2362 Name,user2362@email.com,9000020362,7,7820.00,,
Read,2362,,,,,,,
Update,2362,,,,,,1,User2362 Name Updated
Update,2362,,,,,,2,user2362.updated@email.com
Update,2362,,,,,,3,9000120362
Update,2362,,,,,,4,7920.00
Delete,2362,,,,,,,
Create,2363,User2363 Name,user2363@email.com,9000020363,8,7830.00,,
Read,2363,,,,,,,
Update,2363,,,,,,1,User2363 Name Updated
Update,2363,,,,,,2,user2363.updated@email.com
Update,2363,,,,,,3,9000120363
Update,2363,,,,,,4,7930.00
Delete,2363,,,,,,,
Create,2364,User2364 Name,user2364@email.com,9000020364,9,7840.00,,
Read,2364,,,,,,,
Update,2364,,,,,,1,User2364 Name Updated
Update,2364,,,,,,2,user2364.updated@email.com
Update,2364,,,,,,3,9000120364
Update,2364,,,,,,4,7940.00
Delete,2364,,,,,,,
Create,2365,User2365 Name,user2365@email.com,9000020365,10,7850.00,,
Read,2365,,,,,,,
Update,2365,,,,,,1,User2365 Name Updated
Update,2365,,,,,,2,user2365.updated@email.com
Update,2365,,,,,,3,9000120365
Update,2365,,,,,,4,7950.00
Delete,2365,,,,,,,
Create,2366,User2366 Name,user2366@email.com,9000020366,11,7860.00,,
Read,2366,,,,,,,
Update,2366,,,,,,1,User2366 Name Updated
Update,2366,,,,,,2,user2366.updated@email.com
Update,2366,,,,,,3,9000120366
Update,2366,,,,,,4,7960.00
Delete,2366,,,,,,,
Create,2367,User2367 Name,user2367@email.com,9000020367,12,7870.00,,
Read,2367,,,,,,,
Update,2367,,,,,,1,User2367 Name Updated
Update,2367,,,,,,2,user2367.updated@email.com
Update,2367,,,,,,3,9000120367
Update,2367,,,,,,4,7970.00
Delete,2367,,,,,,,
Create,2368,User2368 Name,user2368@email.com,9000020368,13,7880.00,,
Read,2368,,,,,,,
Update,2368,,,,,,1,User2368 Name Updated
Update,2368,,,,,,2,user2368.updated@email.com
Update,2368,,,,,,3,9000120368
Update,2368,,,,,,4,7980.00
Delete,2368,,,,,,,
Create,2369,User2369 Name,user2369@email.com,9000020369,14,7890.00,,
Read,2369,,,,,,,
Update,2369,,,,,,1,User2369 Name Updated
Update,2369,,,,,,2,user2369.updated@email.com
Update,2369,,,,,,3,9000120369
Update,2369,,,,,,4,7990.00
Delete,2369,,,,,,,
Create,2370,User2370 Name,user2370@email.com,9000020370,15,7900.00,,
Read,2370,,,,,,,
Update,2370,,,,,,1,User2370 Name Updated
Update,2370,,,,,,2,user2370.updated@email.com
Update,2370,,,,,,3,9000120370
Update,2370,,,,,,4,8000.00
Delete,2370,,,,,,,
Create,2371,User2371 Name,user2371@email.com,9000020371,16,7910.00,,
Read,2371,,,,,,,
Update,2371,,,,,,1,User2371 Name Updated
Update,2371,,,,,,2,user2371.updated@email.com
Update,2371,,,,,,3,9000120371
Update,2371,,,,,,4,8010.00
Delete,2371,,,,,,,
Create,2372,User2372 Name,user2372@email.com,9000020372,17,7920.00,,
Read,2372,,,,,,,
Update,2372,,,,,,1,User2372 Name Updated
Update,2372,,,,,,2,user2372.updated@email.com
Update,2372,,,,,,3,9000120372
Update,2372,,,,,,4,8020.00
Delete,2372,,,,,,,
Create,2373,User2373 Name,user2373@email.com,9000020373,18,7930.00,,
Read,2373,,,,,,,
Update,2373,,,,,,1,User2373 Name Updated
Update,2373,,,,,,2,user2373.updated@email.com
Update,2373,,,,,,3,9000120373
Update,2373,,,,,,4,8030.00
Delete,2373,,,,,,,
Create,2374,User2374 Name,user2374@email.com,9000020374,19,7940.00,,
Read,2374,,,,,,,
Update,2374,,,,,,1,User2374 Name Updated
Update,2374,,,,,,2,user2374.updated@email.com
Update,2374,,,,,,3,9000120374
Update,2374,,,,,,4,8040.00
Delete,2374,,,,,,,
Create,2375,User2375 Name,user2375@email.com,9000020375,20,7950.00,,
Read,2375,,,,,,,
Update,2375,,,,,,1,User2375 Name Updated
Update,2375,,,,,,2,user2375.updated@email.com
Update,2375,,,,,,3,9000120375
Update,2375,,,,,,4,8050.00
Delete,2375,,,,,,,
Create,2376,User2376 Name,user2376@email.com,9000020376,21,7960.00,,
Read,2376,,,,,,,
Update,2376,,,,,,1,User2376 Name Updated
Update,2376,,,,,,2,user2376.updated@email.com
Update,2376,,,,,,3,9000120376
Update,2376,,,,,,4,8060.00
Delete,2376,,,,,,,
Create,2377,User2377 Name,user2377@email.com,9000020377,22,7970.00,,
Read,2377,,,,,,,
Update,2377,,,,,,1,User2377 Name Updated
Update,2377,,,,,,2,user2377.updated@email.com
Update,2377,,,,,,3,9000120377
Update,2377,,,,,,4,8070.00
Delete,2377,,,,,,,
Create,2378,User2378 Name,user2378@email.com,9000020378,23,7980.00,,
Read,2378,,,,,,,
Update,2378,,,,,,1,User2378 Name Updated
Update,2378,,,,,,2,user2378.updated@email.com
Update,2378,,,,,,3,9000120378
Update,2378,,,,,,4,8080.00
Delete,2378,,,,,,,
Create,2379,User2379 Name,user2379@email.com,9000020379,24,7990.00,,
Read,2379,,,,,,,
Update,2379,,,,,,1,User2379 Name Updated
Update,2379,,,,,,2,user2379.updated@email.com
Update,2379,,,,,,3,9000120379
Update,2379,,,,,,4,8090.00
Delete,2379,,,,,,,
Create,2380,User2380 Name,user2380@email.com,9000020380,5,8000.00,,
Read,2380,,,,,,,
Update,2380,,,,,,1,User2380 Name Updated
Update,2380,,,,,,2,user2380.updated@email.com
Update,2380,,,,,,3,9000120380
Update,2380,,,,,,4,8100.00
Delete,2380,,,,,,,
```csv
Create,2381,User2381 Name,user2381@email.com,9000020381,6,8010.00,,
Read,2381,,,,,,,
Update,2381,,,,,,1,User2381 Name Updated
Update,2381,,,,,,2,user2381.updated@email.com
Update,2381,,,,,,3,9000120381
Update,2381,,,,,,4,8110.00
Delete,2381,,,,,,,
Create,2382,User2382 Name,user2382@email.com,9000020382,7,8020.00,,
Read,2382,,,,,,,
Update,2382,,,,,,1,User2382 Name Updated
Update,2382,,,,,,2,user2382.updated@email.com
Update,2382,,,,,,3,9000120382
Update,2382,,,,,,4,8120.00
Delete,2382,,,,,,,
Create,2383,User2383 Name,user2383@email.com,9000020383,8,8030.00,,
Read,2383,,,,,,,
Update,2383,,,,,,1,User2383 Name Updated
Update,2383,,,,,,2,user2383.updated@email.com
Update,2383,,,,,,3,9000120383
Update,2383,,,,,,4,8130.00
Delete,2383,,,,,,,
Create,2384,User2384 Name,user2384@email.com,9000020384,9,8040.00,,
Read,2384,,,,,,,
Update,2384,,,,,,1,User2384 Name Updated
Update,2384,,,,,,2,user2384.updated@email.com
Update,2384,,,,,,3,9000120384
Update,2384,,,,,,4,8140.00
Delete,2384,,,,,,,
Create,2385,User2385 Name,user2385@email.com,9000020385,10,8050.00,,
Read,2385,,,,,,,
Update,2385,,,,,,1,User2385 Name Updated
Update,2385,,,,,,2,user2385.updated@email.com
Update,2385,,,,,,3,9000120385
Update,2385,,,,,,4,8150.00
Delete,2385,,,,,,,
Create,2386,User2386 Name,user2386@email.com,9000020386,11,8060.00,,
Read,2386,,,,,,,
Update,2386,,,,,,1,User2386 Name Updated
Update,2386,,,,,,2,user2386.updated@email.com
Update,2386,,,,,,3,9000120386
Update,2386,,,,,,4,8160.00
Delete,2386,,,,,,,
Create,2387,User2387 Name,user2387@email.com,9000020387,12,8070.00,,
Read,2387,,,,,,,
Update,2387,,,,,,1,User2387 Name Updated
Update,2387,,,,,,2,user2387.updated@email.com
Update,2387,,,,,,3,9000120387
Update,2387,,,,,,4,8170.00
Delete,2387,,,,,,,
Create,2388,User2388 Name,user2388@email.com,9000020388,13,8080.00,,
Read,2388,,,,,,,
Update,2388,,,,,,1,User2388 Name Updated
Update,2388,,,,,,2,user2388.updated@email.com
Update,2388,,,,,,3,9000120388
Update,2388,,,,,,4,8180.00
Delete,2388,,,,,,,
Create,2389,User2389 Name,user2389@email.com,9000020389,14,8090.00,,
Read,2389,,,,,,,
Update,2389,,,,,,1,User2389 Name Updated
Update,2389,,,,,,2,user2389.updated@email.com
Update,2389,,,,,,3,9000120389
Update,2389,,,,,,4,8190.00
Delete,2389,,,,,,,
Create,2390,User2390 Name,user2390@email.com,9000020390,15,8100.00,,
Read,2390,,,,,,,
Update,2390,,,,,,1,User2390 Name Updated
Update,2390,,,,,,2,user2390.updated@email.com
Update,2390,,,,,,3,9000120390
Update,2390,,,,,,4,8200.00
Delete,2390,,,,,,,
Create,2391,User2391 Name,user2391@email.com,9000020391,16,8110.00,,
Read,2391,,,,,,,
Update,2391,,,,,,1,User2391 Name Updated
Update,2391,,,,,,2,user2391.updated@email.com
Update,2391,,,,,,3,9000120391
Update,2391,,,,,,4,8210.00
Delete,2391,,,,,,,
Create,2392,User2392 Name,user2392@email.com,9000020392,17,8120.00,,
Read,2392,,,,,,,
Update,2392,,,,,,1,User2392 Name Updated
Update,2392,,,,,,2,user2392.updated@email.com
Update,2392,,,,,,3,9000120392
Update,2392,,,,,,4,8220.00
Delete,2392,,,,,,,
Create,2393,User2393 Name,user2393@email.com,9000020393,18,8130.00,,
Read,2393,,,,,,,
Update,2393,,,,,,1,User2393 Name Updated
Update,2393,,,,,,2,user2393.updated@email.com
Update,2393,,,,,,3,9000120393
Update,2393,,,,,,4,8230.00
Delete,2393,,,,,,,
Create,2394,User2394 Name,user2394@email.com,9000020394,19,8140.00,,
Read,2394,,,,,,,
Update,2394,,,,,,1,User2394 Name Updated
Update,2394,,,,,,2,user2394.updated@email.com
Update,2394,,,,,,3,9000120394
Update,2394,,,,,,4,8240.00
Delete,2394,,,,,,,
Create,2395,User2395 Name,user2395@email.com,9000020395,20,8150.00,,
Read,2395,,,,,,,
Update,2395,,,,,,1,User2395 Name Updated
Update,2395,,,,,,2,user2395.updated@email.com
Update,2395,,,,,,3,9000120395
Update,2395,,,,,,4,8250.00
Delete,2395,,,,,,,
Create,2396,User2396 Name,user2396@email.com,9000020396,21,8160.00,,
Read,2396,,,,,,,
Update,2396,,,,,,1,User2396 Name Updated
Update,2396,,,,,,2,user2396.updated@email.com
Update,2396,,,,,,3,9000120396
Update,2396,,,,,,4,8260.00
Delete,2396,,,,,,,
Create,2397,User2397 Name,user2397@email.com,9000020397,22,8170.00,,
